userid,day_of_registeration,day_of_first_deposit,deposit_date,adkey,Rake,
17653053,"June 11, 2020","August 2, 2020",02-08-2020,Mobile_HPheaderSrini_button,20 ,
17782553,"June 12, 2020","August 21, 2020",21-08-2020,Mobile_HPheaderSrini_button,20 ,
21051348,"July 27, 2020","July 27, 2020",27-07-2020,Mobile_HPheaderSrini_button,20 ,
21624482,"August 5, 2020","August 5, 2020",05-08-2020,Mobile_HPheaderSrini_button,20 ,
14980726,"May 15, 2020","August 11, 2020",11-08-2020,Mobile_HPheaderSrini_button,19 ,
16688269,"June 1, 2020","August 22, 2020",22-08-2020,Mobile_HPheaderSrini_button,19 ,
21271293,"July 30, 2020","July 30, 2020",30-07-2020,Mobile_HPheaderSrini_button,19 ,
21402419,"August 1, 2020","August 3, 2020",03-08-2020,Mobile_HPheaderSrini_button,19 ,
21434155,"August 1, 2020","August 1, 2020",01-08-2020,Mobile_HPheaderSrini_button,19 ,
22331652,"August 17, 2020","August 17, 2020",17-08-2020,Mobile_HPheaderSrini_button,19 ,
22950223,"August 29, 2020","August 29, 2020",29-08-2020,Mobile_HPheaderSrini_button,19 ,
21007468,"July 26, 2020","August 16, 2020",16-08-2020,Mobile_HPheaderSrini_button,18 ,
21342979,"July 31, 2020","July 31, 2020",31-07-2020,Mobile_HPheaderSrini_button,18 ,
20677208,"July 21, 2020","August 6, 2020",06-08-2020,Mobile_HPheaderSrini_button,17 ,
21064302,"July 27, 2020","July 30, 2020",30-07-2020,Mobile_HPheaderSrini_button,17 ,
21227752,"July 29, 2020","July 29, 2020",29-07-2020,Mobile_HPheaderSrini_button,17 ,
21657826,"August 5, 2020","August 5, 2020",05-08-2020,Mobile_HPheaderSrini_button,17 ,
21693800,"August 6, 2020","August 19, 2020",19-08-2020,Mobile_HPheaderSrini_button,17 ,
21979401,"August 11, 2020","August 13, 2020",13-08-2020,Mobile_HPheaderSrini_button,17 ,
22263117,"August 16, 2020","August 17, 2020",17-08-2020,Mobile_HPheaderSrini_button,17 ,
22805433,"August 26, 2020","August 26, 2020",26-08-2020,Mobile_HPheaderSrini_button,17 ,
15499898,"May 20, 2020","August 23, 2020",23-08-2020,Mobile_HPheaderSrini_button,16 ,
21104643,"July 28, 2020","July 28, 2020",28-07-2020,Mobile_HPheaderSrini_button,16 ,
21581613,"August 4, 2020","August 18, 2020",18-08-2020,Mobile_HPheaderSrini_button,16 ,
14992242,"May 15, 2020","July 27, 2020",27-07-2020,Mobile_HPheaderSrini_button,15 ,
15412256,"May 19, 2020","July 30, 2020",30-07-2020,Mobile_HPheaderSrini_button,15 ,
16120875,"May 26, 2020","August 1, 2020",01-08-2020,Mobile_HPheaderSrini_button,15 ,
19965915,"July 11, 2020","August 12, 2020",12-08-2020,Mobile_HPheaderSrini_button,15 ,
21051050,"July 27, 2020","July 27, 2020",27-07-2020,Mobile_HPheaderSrini_button,15 ,
21052215,"July 27, 2020","July 27, 2020",27-07-2020,Mobile_HPheaderSrini_button,15 ,
21101416,"July 28, 2020","July 29, 2020",29-07-2020,Mobile_HPheaderSrini_button,15 ,
21125641,"July 28, 2020","July 29, 2020",29-07-2020,Mobile_HPheaderSrini_button,15 ,
21285444,"July 30, 2020","August 8, 2020",08-08-2020,Mobile_HPheaderSrini_button,15 ,
21543785,"August 3, 2020","August 6, 2020",06-08-2020,Mobile_HPheaderSrini_button,15 ,
22271918,"August 16, 2020","August 16, 2020",16-08-2020,Mobile_HPheaderSrini_button,15 ,
22743501,"August 25, 2020","August 25, 2020",25-08-2020,Mobile_HPheaderSrini_button,15 ,
22798934,"August 26, 2020","August 26, 2020",26-08-2020,Mobile_HPheaderSrini_button,15 ,
23004234,"August 30, 2020","August 30, 2020",30-08-2020,Mobile_HPheaderSrini_button,15 ,
22429238,"August 19, 2020","August 19, 2020",19-08-2020,Mobile_HPheaderSrini_button,14 ,
22486806,"August 20, 2020","August 20, 2020",20-08-2020,Mobile_HPheaderSrini_button,14 ,
22654159,"August 23, 2020","August 23, 2020",23-08-2020,Mobile_HPheaderSrini_button,14 ,
19874730,"July 10, 2020","August 8, 2020",08-08-2020,Mobile_HPheaderSrini_button,13 ,
21122770,"July 28, 2020","July 28, 2020",28-07-2020,Mobile_HPheaderSrini_button,13 ,
21753316,"August 7, 2020","August 7, 2020",07-08-2020,Mobile_HPheaderSrini_button,13 ,
21994555,"August 11, 2020","August 12, 2020",12-08-2020,Mobile_HPheaderSrini_button,13 ,
22588488,"August 22, 2020","August 22, 2020",22-08-2020,Mobile_HPheaderSrini_button,13 ,
22885101,"August 28, 2020","August 28, 2020",28-08-2020,Mobile_HPheaderSrini_button,13 ,
22060941,"August 12, 2020","August 13, 2020",13-08-2020,Mobile_HPheaderSrini_button,12 ,
22117627,"August 13, 2020","August 13, 2020",13-08-2020,Mobile_HPheaderSrini_button,12 ,
22982238,"August 30, 2020","August 31, 2020",31-08-2020,Mobile_HPheaderSrini_button,12 ,
20878219,"July 24, 2020","August 4, 2020",04-08-2020,Mobile_HPheaderSrini_button,11 ,
21125108,"July 28, 2020","July 28, 2020",28-07-2020,Mobile_HPheaderSrini_button,11 ,
21243349,"July 29, 2020","August 4, 2020",04-08-2020,Mobile_HPheaderSrini_button,11 ,
21684094,"August 6, 2020","August 18, 2020",18-08-2020,Mobile_HPheaderSrini_button,11 ,
22040612,"August 12, 2020","August 12, 2020",12-08-2020,Mobile_HPheaderSrini_button,11 ,
22571134,"August 22, 2020","August 22, 2020",22-08-2020,Mobile_HPheaderSrini_button,11 ,
16619748,"May 31, 2020","August 29, 2020",29-08-2020,Mobile_HPheaderSrini_button,10 ,
17850813,"June 13, 2020","July 30, 2020",30-07-2020,Mobile_HPheaderSrini_button,10 ,
20198563,"July 14, 2020","August 9, 2020",09-08-2020,Mobile_HPheaderSrini_button,10 ,
12661578,"April 25, 2020","August 20, 2020",20-08-2020,Mobile_HPheaderSrini_button,9 ,
14577177,"May 12, 2020","August 12, 2020",12-08-2020,Mobile_HPheaderSrini_button,9 ,
18700284,"June 24, 2020","July 31, 2020",31-07-2020,Mobile_HPheaderSrini_button,9 ,
20028589,"July 12, 2020","August 16, 2020",16-08-2020,Mobile_HPheaderSrini_button,9 ,
21045109,"July 27, 2020","July 27, 2020",27-07-2020,Mobile_HPheaderSrini_button,9 ,
21344065,"July 31, 2020","July 31, 2020",31-07-2020,Mobile_HPheaderSrini_button,9 ,
21512141,"August 3, 2020","August 3, 2020",03-08-2020,Mobile_HPheaderSrini_button,9 ,
21820529,"August 8, 2020","August 13, 2020",13-08-2020,Mobile_HPheaderSrini_button,9 ,
21893849,"August 9, 2020","August 9, 2020",09-08-2020,Mobile_HPheaderSrini_button,9 ,
22090673,"August 13, 2020","August 13, 2020",13-08-2020,Mobile_HPheaderSrini_button,9 ,
17155708,"June 6, 2020","July 30, 2020",30-07-2020,Mobile_HPheaderSrini_button,8 ,
20139346,"July 13, 2020","August 1, 2020",01-08-2020,Mobile_HPheaderSrini_button,8 ,
20443341,"July 17, 2020","July 27, 2020",27-07-2020,Mobile_HPheaderSrini_button,8 ,
21026868,"July 26, 2020","July 29, 2020",29-07-2020,Mobile_HPheaderSrini_button,8 ,
21412958,"August 1, 2020","August 1, 2020",01-08-2020,Mobile_HPheaderSrini_button,8 ,
22902210,"August 28, 2020","August 28, 2020",28-08-2020,Mobile_HPheaderSrini_button,8 ,
23077730,"September 1, 2020","September 1, 2020",01-09-2020,Mobile_HPheaderSrini_button,8 ,
16125882,"May 26, 2020","August 26, 2020",26-08-2020,Mobile_HPheaderSrini_button,7 ,
20925319,"July 25, 2020","July 27, 2020",27-07-2020,Mobile_HPheaderSrini_button,7 ,
22691884,"August 24, 2020","August 25, 2020",25-08-2020,Mobile_HPheaderSrini_button,7 ,
22818472,"August 26, 2020","August 26, 2020",26-08-2020,Mobile_HPheaderSrini_button,7 ,
10263105,"March 30, 2020","August 25, 2020",25-08-2020,Mobile_HPheaderSrini_button,6 ,
21313883,"July 31, 2020","July 31, 2020",31-07-2020,Mobile_HPheaderSrini_button,6 ,
22009319,"August 11, 2020","August 11, 2020",11-08-2020,Mobile_HPheaderSrini_button,6 ,
15490053,"May 20, 2020","August 31, 2020",31-08-2020,Mobile_HPheaderSrini_button,5 ,
16730970,"June 1, 2020","August 19, 2020",19-08-2020,Mobile_HPheaderSrini_button,5 ,
20698571,"July 21, 2020","August 6, 2020",06-08-2020,Mobile_HPheaderSrini_button,5 ,
20870698,"July 24, 2020","July 27, 2020",27-07-2020,Mobile_HPheaderSrini_button,5 ,
21167713,"July 28, 2020","July 29, 2020",29-07-2020,Mobile_HPheaderSrini_button,5 ,
21565612,"August 4, 2020","August 4, 2020",04-08-2020,Mobile_HPheaderSrini_button,5 ,
21633540,"August 5, 2020","August 7, 2020",07-08-2020,Mobile_HPheaderSrini_button,5 ,
22366852,"August 18, 2020","August 18, 2020",18-08-2020,Mobile_HPheaderSrini_button,5 ,
22369322,"August 18, 2020","August 19, 2020",19-08-2020,Mobile_HPheaderSrini_button,5 ,
22722837,"August 24, 2020","August 24, 2020",24-08-2020,Mobile_HPheaderSrini_button,5 ,
23078445,"September 1, 2020","September 1, 2020",01-09-2020,Mobile_HPheaderSrini_button,5 ,
12622543,"April 25, 2020","August 29, 2020",29-08-2020,Mobile_HPheaderSrini_button,4 ,
20214230,"July 14, 2020","August 6, 2020",06-08-2020,Mobile_HPheaderSrini_button,4 ,
21004988,"July 26, 2020","July 28, 2020",28-07-2020,Mobile_HPheaderSrini_button,4 ,
21314499,"July 31, 2020","August 2, 2020",02-08-2020,Mobile_HPheaderSrini_button,4 ,
21938670,"August 10, 2020","August 10, 2020",10-08-2020,Mobile_HPheaderSrini_button,4 ,
22336133,"August 17, 2020","August 17, 2020",17-08-2020,Mobile_HPheaderSrini_button,4 ,
22728587,"August 25, 2020","August 25, 2020",25-08-2020,Mobile_HPheaderSrini_button,4 ,
22918982,"August 29, 2020","August 29, 2020",29-08-2020,Mobile_HPheaderSrini_button,4 ,
14220763,"May 9, 2020","August 8, 2020",08-08-2020,Mobile_HPheaderSrini_button,3 ,
22990239,"August 30, 2020","August 30, 2020",30-08-2020,Mobile_HPheaderSrini_button,3 ,
23002771,"August 30, 2020","August 30, 2020",30-08-2020,Mobile_HPheaderSrini_button,3 ,
16436844,"May 29, 2020","August 8, 2020",08-08-2020,Mobile_HPheaderSrini_button,2 ,
21043499,"July 27, 2020","July 27, 2020",27-07-2020,Mobile_HPheaderSrini_button,2 ,
21380033,"August 1, 2020","August 1, 2020",01-08-2020,Mobile_HPheaderSrini_button,2 ,
22819241,"August 26, 2020","August 26, 2020",26-08-2020,Mobile_HPheaderSrini_button,2 ,
15961927,"May 24, 2020","August 22, 2020",22-08-2020,Mobile_HPheaderSrini_button,1 ,
21749559,"August 7, 2020","August 7, 2020",07-08-2020,Mobile_HPheaderSrini_button,1 ,
21855824,"August 9, 2020","August 9, 2020",09-08-2020,Mobile_HPheaderSrini_button,1 ,
